Winner,Move Count,Moves,Final Position
Black,438,c3 f6 e3 f5 g4 d6 d3 Be6 Bd2 f4 Nf3 Nd7 exf4 Nb8 Na3 a6 Qc2 Bf7 Rb1 e6 Qd1 Kd7 Bg2 Ne7 Ne5+ Kc8 Nc6 Bg8 f5 Qe8 g5 Ra7 Na5 Nec6 Bxc6 Be7 Qc2 Qf8 Kd1 Qf7 fxe6 Qg6 Ke1 Ra8 Ba4 Qxe6+ Kd1 Qe3 Bd7+ Kxd7 Nc6 h5 Rg1 Nxc6 b3 h4 f3 Qxd2+ Qxd2 b6 Ke1 Bh7 Qe2 Nb8 b4 Bxd3 Rc1 Kc6 Rg2 Bf8 Qe6 Bc4 Qg6 Bd3 Rf2 h3 Rf1 Bxf1 Qc2 a5 Kxf1 Rh7 Qd3 Na6 Qd4 Rb8 bxa5 d5 f4 Nb4 Qxd5+ Nxd5 Nc2 Rh8 Kf2 Bd6 a3 Rbf8 Rf1 Bxa3 Na1 Rf6 Ke1 Bb2 Rh1 Nxf4 gxf6 Rh5 a6 Rh4 Kd2 Bc1+ Rxc1 Nh5 c4 b5 Rd1 Kd7 Kc1+ Kc8 Rd8+ Kxd8 Nc2 Nxf6 Ne1 c5 Kb1 g5 a7 Rg4 a8=B Ne8 Nc2 Rg1+ Kb2 Rh1 Kb3 g4 Bd5 Rc1 Kc3 Ra1 Bg8 Re1 Be6 Re4 Ne3 Nc7 Nd5 Rxc4+ Kd2 Nxd5 Bxd5 Kc8 Ke3 Kb8 Bb7 Rd4 Bg2 Ra4 Bf3 Ra6 Bb7 Ra8 Bc6 Ra5 Bb7 Ra3+ Ke4 Rf3 Ba6 Rd3 Bxb5 Rb3 Bd7 Rb5 Bf5 Rb3 Bg6 Rd3 Bh5 Rg3 Kf5 Ka8 Kf6 Kb8 Kf7 Ka8 Kf8 Ra3 Bxg4 Ra1 Kg7 Ka7 Kf8 Kb7 Kf7 Ra3 Bf5 Ra5 Be6 Rb5 Kf8 Kc6 Bf7 Rb3 Be8+ Kc7 Bf7 Rb6 Be6 Kb7 Bf7 Rh6 Bd5+ Ka6 Be6 Rf6+ Ke7 Rxe6+ Kd8 Ka7 Kc8 Re7 Kd8 Re1 Kd7 Kb7 Kd8 Re8+ Kxe8 Ka8 Kd8 Kb8 Ke8 c4 Kf8 Kb7 Kg8 Ka8 Kf7 Kb8 Ke8 Kc8 Kf8 Kd7 Kf7 Kc6 Kg8 c3 Kf8 Kb7 Ke8 Kc8 Kf7 Kb8 Kg6 Kc8 Kf5 Kb7 Kf4 Kc6 Ke4 Kc5 Kf4 Kd4 Kg4 Ke5 Kg5 Ke6 Kg6 Kd6 Kh5 Ke7 Kg6 Ke6 Kh6 Ke7 Kh5 Kd6 Kg5 Kc5 Kh6 Kb4 Kh5 Ka3 Kg5 Ka2 Kf6 Ka1 Ke6 c2 Kf5 c1=Q Kf6 Qc2 Kg7 Qb2+ Kf7 Qf2+ Kg8 Qc5 Kh7 Qe7+ Kh6 Qg5+ Kh7 Qd2 Kg8 Qd3 Kf7 Qg6+ Kf8 Kb1 Ke7 Qd3 Kf8 Qd5 Ke7 Qh5 Kd8 Qb5 Kc8 Kc1 Kd8 Qb1 Kd7 Qb2 Ke6 Qe2+ Kd6 Qf3 Kc5 Qb7 Kd4 Qb5 Kc3 Qh5 Kd3 Kd1 Kc4 Kd2 Kb4 Qf5 Ka3 Qe4 Kb3 Qf5 Kb2 Qd5 Ka3 Qd6+ Ka4 Kd3 Kb3 Qg6 Kb2 Qg4 Kb3 Qc8 Ka3 Kd4 Ka4 Qf5 Ka3 Qg5 Kb3 Ke3 Kc2 Qg6+ Kd1 Kf4 Ke2 Kg5 Kd2 Kh5 Ke2 Qh7 Kf3 Qe7 Kf4 Kh4 Kf3 Qc7 Ke3 Qc3+ Ke4 Qd2 Kf5 Qh6 Ke5 Qa6 Kf4 Qa4+ Kf5 Qa7 Kf6 Qa4 Ke7 Qa8 Kd6 Qe8 Kc5 Qf8+ Kc6 Qc5+ Kd7 Qa5 Kc8 Qb5 Kd8 Qb1 Ke8 Kg4 Kf8 Qg1 Kg7 Kf4+ Kh8 Kf5 Kh7 Qg2 Kh8 Kg5 Kg7 Qf3 Kh8 Qd3 Kg8 Kh5 Kh8 Qa6 Kg8 Kg6 Kh8 Qb7 Kg8 Qg7#,6K1/6q1/6k1/8/8/7p/7P/8 w - - 144 220
Black,148,f3 Nf6 a4 g5 d4 Nc6 f4 Nb4 Qd3 e6 Kd1 Nxc2 b4 Nd5 g3 Nxa1 Ba3 a6 Bb2 Bc5 Qf5 h6 Nh3 Rg8 Nxg5 hxg5 Qxe6+ dxe6 g4 Ba7 Bxa1 Rg6 Bb2 Rg8 Bc1 Nxf4 Bd2 Qe7 e4 Qd7 Bb5 Bb6 Be2 Nh5 Bc4 Qe7 Na3 e5 d5 Ng3 a5 c6 Bc1 Rh8 h4 Kd8 dxc6 Bg1 Rxg1 bxc6 Re1 Re8 Nb1 Nh5 Nd2 Bd7 Nf3 Be6 Rf1 gxh4 Bf4 Rh8 Bxe5 Ng7 Bxg7 Rh6 b5 Bf5 Ba1 f6 Kc2 Ke8 Nh2 Qd6 Rf4 c5 Be2 Kf8 Kb1 Qe6 bxa6 Ke7 Bxf6+ Kd7 Rf1 Rf8 Be7 Rg8 Bd8 Rhh8 Bxh4 Kc7 a7 Qf7 Bf6 Qc4 Rf2 Qe6 Bg7 Rxg7 Bd3 Qd5 Kb2 Re8 Kb1 Qb7+ Bb5 Qc8 Bd3 Rf7 a8=B Rd8 Bc2 Qa6 Re2 Rdf8 Rg2 Kd8 Nf3 Qe2 e5 Rh8 Ng1 Rg8 Bce4 Qc4 Rh2 Re7 Rh7 Rg5 Rh5 Bg6 Bxg6 Rxh5 Ne2 Rb7+ Ka1 Qa4#,B2k4/1r6/6B1/P1p1P2r/q5P1/8/4N3/K7 w - - 4 75
Black,264,d3 e5 c4 c6 h3 a5 b3 h6 g4 Qh4 Bd2 Qxh3 Bxh6 Qh5 Qc2 g5 Rh2 Qxh2 Nd2 Qxf2+ Kxf2 Bg7 Ngf3 Nxh6 a4 d6 Rd1 Bf6 Kg2 Nxg4 Qc1 Rf8 Nb1 b6 Nh2 Be7 e4 Nxh2 Kg1 Rh8 d4 Nd7 Bg2 Ra6 Nd2 Bf6 Kf2 Ra7 d5 Be7 Qa3 Kd8 Bf3 Ra8 Nf1 Nb8 Ra1 Ke8 Ke1 Ba6 Bh5 Ra7 Ke2 Bf6 Kd2 Bd8 Ra2 Rf8 Qb4 Bf6 Ng3 g4 Kc3 Be7 Re2 axb4+ Kd2 cxd5 Kd1 Bf6 Rf2 Ra8 cxd5 Nf3 Rc2 Nd7 Re2 Nc5 Bg6 fxg6 Kc1 b5 Nh1 Nb7 Ra2 Nd8 Kc2 g5 Kb2 bxa4 bxa4 Nd4 Kc1 Bg7 Rd2 Nf3 Rg2 Rf6 Rd2 Kd7 a5 Ra7 Kb1 Rf8 Re2 Ra8 Rc2 b3 Ng3 Ne6 Rc3 Nc5 Rc2 Be2 Rxc5 Bd3+ Kb2 Rxa5 Rc3 Ra6 Nh5 Ra3 Rc7+ Kd8 Rd7+ Kxd7 Kxa3 Nd4 Nxg7 Ra8+ Kb2 Bf1 Ne6 Bh3 Ng7 Ke7 Nh5 Ra7 Nf6 Kf8 Nxg4 Nf5 Kc1 Bxg4 exf5 Be2 f6 Bb5 Kb1 Bd7 Kc1 Bb5 Kb2 Re7 f7 Kxf7 Ka3 Rd7 Kb2 Be2 Ka1 Re7 Kb2 Ke8 Kb1 b2 Kc2 Bd1+ Kc3 Ba4 Kd2 Rc7 Kd3 Rc1 Ke4 Bb3 Kf3 Rc3+ Kf2 Rd3 Kg2 Rd2+ Kg3 b1=Q Kf3 Bc2 Kg4 Qe1 Kh5 g4 Kxg4 Qc1 Kh4 Bf5 Kh5 Qf1 Kg5 Rb2 Kh6 Rb7 Kh5 Qa6 Kh6 Ke7 Kh5 Ra7 Kg5 Kd8 Kxf5 Kd7 Kg5 Rb7 Kg6 Qd3+ Kf6 Kc7 Ke7 Qc3 Ke8 Rb1 Kf8 Qb3 Kg8 Rh1 Kf8 Rh3 Ke8 Qc2 Ke7 Qe2 Kf8 Qb5 Kf7 e4 Kf8 Kb6 Ke7 Re3 Kf6 Qc5 Kg5 Kb7 Kh6 Qa3 Kg7 Qb3 Kh7 Qd1 Kg7 Qe2 Kh6 Qg2 Kh5 Rh3#,8/1k6/3p4/3P3K/4p3/7r/6q1/8 w - - 20 133
White,125,b4 c5 e3 Qa5 Nf3 f5 Bb5 g5 Bb2 Kf7 Ba3 Kg7 Ke2 g4 bxa5 Kf6 Ng5 e6 Qg1 h5 Qe1 f4 c4 Kg6 Nc3 d5 Nh7 Nd7 Qd1 h4 Qb3 b6 Ne4 h3 Ke1 hxg2 Bxc5 fxe3 Bxd7 Be7 Ng3 b5 Qxb5 g1=Q+ Rxg1 Rxh7 Rg2 Kf7 Ne2 Rh5 Qa6 Kg6 Qxc8 Kh6 h3 exf2+ Rxf2 g3 a3 Rg5 d3 Rh5 Bc6 d4 Bxa8 Kg5 Bxa7 Nh6 Qc7 Bxa3 Bb6 Rh4 Qf4+ Kh5 Qb8 Bc1 Kd1 Bg5 Bc7 Bc1 Qb7 gxf2 Qa7 Ba3 Be4 Nf5 Bd6 Rf4 Qe7 Bb4 Rc1 Bc3 Qf7+ Kg5 Ng1 Ba1 Bg2 fxg1=Q+ Ke2 Bb2 Be5 Ba1 Rb1 Qc1 Qg6+ Kh4 Be4 Ne3 Bf5 Nxf5 Rb4 Ng3+ Qxg3+ Kxg3 Rb8 Qe3+ Kd1 Qxd3+ Ke1 Kh4 Rh8+ Qh7 Bxf4 Qh6 Rxh6#,8/8/4p2R/P7/2Pp1B1k/7P/8/b3K3 b - - 0 63
Black,116,a4 d5 Na3 g5 e3 f6 c4 Kd7 Nb5 dxc4 h3 c6 Qg4+ e6 Nc3 Qb6 Nb5 h5 Ne2 Bd6 Kd1 Ke8 Qf3 Qa5 Rh2 Be5 Qf5 Bd6 Qc2 Qa6 Ned4 h4 f3 e5 e4 Bc7 Rh1 Bb6 Rg1 Nd7 Qxc4 Ba5 Qxc6 Qb6 Rb1 f5 g3 Nh6 Ke2 Rg8 Nxf5 Bb4 Kd3 Nf7 Be2 Qxc6 Re1 a5 Nfd4 Qxc1 Rg1 Be7 Rg2 Nd8 Bd1 Qc6 Nf5 Qc3+ Kxc3 Kf7 Ng7 Bf8 Nf5 Rh8 gxh4 Nb8 d4 Nd7 Kc4 Ke8 Rxg5 Bg7 Nbd6+ Kf8 Kd5 Ra6 Ne3 Nb6+ Kc5 Nd5 Kb5 Ke7 Rg1 Kf8 Rg4 Nf4 Nd5 Bf6 Nxf4 Rc6 Ne6+ Ke7 d5 Rh7 Nf5+ Ke8 Nc7+ Rhxc7 Ne3 Ra6 Rg2 Bg7 Ra1 Bf8 Rg5 Rc5#,2bnkb2/1p6/r7/pKrPp1R1/P3P2P/4NP1P/1P6/R2B4 w - - 8 59
White,173,d3 b5 b4 c6 Bg5 c5 c3 g6 g4 a5 Nd2 Bg7 f4 f6 a3 Qc7 Nh3 d5 e4 Nc6 Be2 Qa7 Bh6 axb4 Nb1 Nd4 cxd4 Bd7 Ng5 Rc8 exd5 Qa4 d6 Rb8 f5 Qc2 axb4 Bxh6 Ra4 Be6 dxe7 Ba2 Ra7 Rd8 Bf1 cxd4 Bg2 Qa4 Qxa4 Nxe7 Kf1 Nc8 Na3 Kf8 Qb3 Rd7 Bh3 Rd5 Ra4 Nd6 Ne6+ Kg8 Qb1 bxa4 Rg1 Bc1 b5 h5 Qxa2 Bd2 Ng7 Be1 Qc2 Rxb5 Rh1 Ne8 Qa2+ Kh7 Nc2 Rb2 Kg2 Bc3 Kg1 Kh6 Qg8 Rxc2 Bg2 Bd2 Kf2 a3 Rg1 Rc5 Ke2 Kg5 Bh1 Be3 Qe6 Rc7 Kd1 Rh7 Rg3 Rhxg7 Bc6 Rh7 Qe5 Rc8 Ke2 Kh4 Ke1 Ra7 Rg2 Rb7 Qe4 Rb6 Qe7 Rb1+ Ke2 Rc7 h3 gxf5 Qxf6+ Bg5 Rg3 Rc8 Qxg5+ Kxg3 Qg8 Rc1 h4 Nd6 g5 R1xc6 Kf1 Rc5 Qe8 Nb5 Kg1 R8c7 Qe4 Rg7 g6 Ra7 Kh1 Nc7 Qxf5 a2 Qg4+ Kxg4 Kg1 Ra8 g7 Rb5 Kh2 Rd8 g8=Q+ Kf4 Kg2 Ne8 Qf8+ Kg4 Kf2 Nd6 Kg2 Rc8 Qf1 a1=B Qxa1 Rb6 Qf1 Ne8 Qf3+ Kxh4 Qg3#,2r1n3/8/1r6/7p/3p3k/3P2Q1/6K1/8 b - - 1 87
Black,162,Nf3 b6 h3 a6 a3 b5 Nd4 Ra7 Ra2 d5 Nc3 Bg4 d3 Qd7 Nc6 Bxh3 Nd8 Qf5 Bh6 Qg4 e3 Qxg2 b3 f5 Nxd5 Kxd8 Nb4 Qh2 Qh5 Ra8 Ke2 Qf4 f3 Qxf3+ Kxf3 Bxf1 Qg5 Ra7 Kf4 g6 Qg1 Nxh6 Kf3 Ra8 Rxh6 Nd7 Qg2 Kc8 Qg3 Kd8 Kf4 e6 e4 Bxd3 Ra1 Nc5 Qh4+ Kd7 Kg3 Bxe4 c4 Rg8 Nd3 Ke8 Qf6 g5 Nc1 c6 Qxf5 Rg7 cxb5 Rd8 Qh3 Rd1 Na2 Bd6+ Kg4 Bb1 Qg3 Bf5+ Kh5 cxb5 Rb1 Nd7 Rg6 Ke7 Rf6 Kd8 Qg4 Rd4 Rc1 Rd1 b4 h6 Qg3 Nc5 Qe3 Be4 Ra1 Nd7 Qb3 Bd3 Rg6 Nf8 Qc3 Rxa1 Qc1 Be4 Qh1 Bc5 Rxg5 Kc8 Nc1 Nd7 a4 Bd5 Nb3 Rh7 Nxa1 Bb7 Nc2 Be3 Qb1 Bd5 Qa2 Nf8 Kg4 Rb7 Qxd5 Bxg5 Qh1 Bd2 axb5 a5 Qh3 Rc7 Qc3 Rc6 Ne1 Bc1 Nc2 Kb7 Qd3 Bf4 bxa5 Rc8 Nb4 Rc5 Kh4 Rc6 Qg6 Rc1 Na2 Bb8 Nc3 Ka8 Qg5 Nd7 Qe7 Nf6 Qg7 Rh1#,kb6/6Q1/4pn1p/PP6/7K/2N5/8/7r w - - 17 82
White,111,b3 g6 Ba3 e6 Be7 Na6 Nc3 f6 Na4 h6 g3 Nxe7 Nh3 Nb8 a3 d6 Qc1 Bg7 Nb2 c5 g4 O-O Ng5 Bh8 Nf7 Rxf7 Ra2 Qa5 g5 b6 c4 Rh7 Ra1 Nbc6 Qc3 Nd4 h3 Nxb3 Rc1 Bd7 Qg3 Rg7 Qe3 Be8 Nd3 Nxd2 Rb1 Bf7 Rb4 Nc8 Qf4 Rh7 Nb2 Rg7 Rxb6 Qxa3 Na4 Be8 e3 Qa1+ Rb1 Qc3 Qxf6 Qd3 f4 Bd7 Rb5 Qb3 Qd8+ Kh7 f5 Nb1 Be2 Qd3 Qe8 Qe4 Nb2 Bc6 Bg4 Rf7 Rxc5 Qf4 Qf8 dxc5 Rg1 Rd7 Bf3 Ba4 Bxa8 gxf5 Bc6 Qf1+ Rxf1 Ne7 Nd3 Bc2 Nxc5 Nc8 Qg7+ Bxg7 g6+ Kh8 Bd5 Bd1 Rxf5 Na3 Nxe6 Bb2 c5 Ba1 Rf8#,2n2R1k/p2r4/4N1Pp/2PB4/8/n3P2P/8/b2bK3 b - - 2 56
White,223,d3 a6 Bg5 a5 g3 Ra7 Bf4 e6 b4 Nc6 Nf3 Nxb4 d4 Qg5 Nh4 c5 Bd6 b5 Be5 h6 Bh3 Rc7 e4 Nxc2+ Kf1 Ne3+ Ke2 Qf4 Kd3 Nf1 a4 Ke7 Bd6+ Qxd6 Qb3 Nf6 Kc3 Rg8 Kc2 Rb7 Qb4 e5 Na3 bxa4 Be6 Ng4 Qxa5 fxe6 Nf5+ Ke8 h3 Nfh2 Raf1 Qd5 Qe1 Be7 Qa5 Rh8 dxe5 Qd4 Nh4 Rb4 Qxc5 Rb6 Nc4 Rd6 Ne3 Qa1 f3 Qxe5 Nhg2 Bd8 fxg4 Rd4 Nd1 Rg8 Qd6 Nxf1 Qb8 Rb4 Nf4 Bb6 Qd6 Rb1 Nd5 Qb2+ Nxb2 Ra1 e5 Bc7 Ne7 Rc1+ Kxc1 Rf8 Qc5 Kf7 Qc4 Bxe5 Qxa4 Bd4 Rg1 Re8 Rh1 Rf8 Kb1 Rd8 Qa6 Bc5 g5 Rg8 Nc6 Bf2 Ne5+ Ke7 Qc6 Nh2 Qd5 Rh8 Rxh2 Ba6 Nc6+ dxc6 Rh1 Bc4 g4 h5 Qf3 Rg8 Qd5 Bg1 Qd6+ Ke8 Kc1 Bd3 Qxe6+ Kd8 g6 Bf2 Qxg8+ Ke7 Qf8+ Kd7 Qxf2 hxg4 Qf7+ Kc8 Qc4 Be4 Qf7 Bb1 Qf2 Kd7 Rf1 Be4 Qe2 Ke8 Qd3 Bxg6 Qf5 Ke7 Qe5+ Kd7 Qh5 Bh7 Kd2 Ke7 h4 Kd6 Qb5 Kd7 Qh5 Bc2 Rf5 Ke6 Qg5 Bb3 Rf1 c5 Rf4 Kd6 Rf6+ Be6 Rg6 Kc7 Nd3 c4 Qf4+ Kd8 Rxe6 g5 Ke3 Kd7 Rc6 Kd8 Rxc4 Ke7 Kd4 Kd8 Kc5 Kc8 Qd4 Kb8 Rb4+ Ka8 Ne5 Ka7 Rc4 g3 Kb5+ Kb8 Rb4 g4 Qb6+ Ka8 Re4 g2 Nf3 g1=B Re1 g3 Rf1 Bh2 Ra1#,k7/8/1Q6/1K6/7P/5Np1/7b/R7 b - - 3 112
Black,114,e4 e5 Qg4 h5 Bb5 f5 Qg5 h4 Ba6 c5 d4 cxd4 Na3 d5 Ke2 d3+ Kd1 Be6 Qd2 Qg5 f3 Qg4 Ke1 Qf4 Qd1 Nh6 Qe2 Ke7 Nc4 Ng8 Qe3 Qxh2 Nd6 b6 Bd2 d4 Bc3 Bc8 Nh3 Bb7 Bxd3 b5 Rd1 Nf6 Nf4 Qxf4 Rg1 Qg4 Nxb5 Rh5 Qxd4 exd4 a4 Qg6 b4 Nxe4 fxe4 Qd6 Nxd6 Kxd6 g4 Na6 gxh5 Ke5 Bc4 Bc5 Bxd4+ Kf4 Rg6 Be7 Bd5 Bc5 Rh6 Kf3 Re6 g5 Bc4 Bxb4+ Bc3 Rd8 Bd3 Rd7 Be2+ Ke3 Bf3 Rd5 Bh1 Ba8 Re5 Be7 Ba5 fxe4 Bxe4 Bd6 Kf1 h3 Re1+ Kf4 Rd1 Nb8 Kg1 Kg3 Rf1 Kg4 Bb6 Ra5 Rc1 Kf4 Bd3 Bxe5 Be3+ Kxe3 Rf1 h2#,bn6/p7/8/r3b1pP/P7/3Bk3/2P4p/5RK1 w - - 0 58
Black,160,c4 g5 c5 e6 e4 Qe7 Ne2 Nf6 Nec3 e5 Qa4 h5 b3 Na6 Qxd7+ Bxd7 Nb5 Bh3 Nxa7 Ng4 Rg1 Bh6 Bd3 Qd8 Nc8 Qd4 Nb6 Bxg2 Rh1 Qd7 Ba3 Qd6 Ke2 Ra7 Bb2 Rg8 Ke1 f5 Nd5 Kf7 Be2 Qf8 d4 Bxh1 Bf3 Bg7 h3 Bh6 Nb6 Ke7 Bc1 Rg6 Be2 Qf6 Bf1 f4 Nc3 Qf7 Ne2 Ra8 f3 Nf2 Nc4 Nd1 Be3 b6 Nd2 c6 Kxd1 Qf5 Rc1 Kd7 Rc4 Qf8 b4 b5 Bg1 Bg2 Be3 Ke8 h4 Bxf3 Rc1 Rg8 Nc4 Qg7 hxg5 Rf8 Bh3 Qf6 Bg4 Ra7 Nb6 Qxg5 Bd7+ Rxd7 Rc2 Rg8 a4 fxe3 d5 Rg6 Nc4 Rf6 Nd6+ Ke7 Nxb5 h4 Rd2 Rf4 Kc2 Rf5 Kb1 Kf8 Ned4 Qg6 Rf2 Kf7 exf5 Rd6 Na7 exf2 Ne6 Bc1 Nf4 Kg7 Nxg6 Bd1 f6+ Kf7 Ka2 Nxc5 Nf4 Ne6 dxe6+ Kf8 f7 exf4 e7+ Kg7 Kb1 Rg6 f8=R Bb3 e8=B f1=Q Rg8+ Kh7 Ka1 Qd1 Nxc6 Qg4 Bf7 Re6 Nd8 Ba3 Be8 Qe2 Kb1 Qd1#,3NB1R1/7k/4r3/8/PP3p1p/bb6/8/1K1q4 w - - 9 81
White,81,d4 g6 e3 f6 Qg4 c5 Qg3 h5 c4 cxd4 Nf3 Bg7 Be2 b6 Nh4 Kf8 Bd3 e6 Rf1 Ne7 Ke2 Nd5 e4 Kg8 f3 Qe7 Bg5 Nf4+ Kf2 Qf8 Rc1 Qa3 Bxf4 Qxb2+ Rc2 Qa3 Bxb8 Qc1 h3 Kf8 Qd6+ Ke8 Qc5 d5 e5 Qa3 Kg3 Qa5 Nxg6 Qxc5 Kf4 dxc4 Nxh8 Ke7 Bf5 Qd6 Bxd6+ Kd7 Nd2 Ba6 Bd3 Rxh8 Rg1 Rh7 Ne4 cxd3 Rgc1 fxe5+ Bxe5 Bc8 h4 Rh6 Nf2 Rg6 Nh3 a5 Rxc8 a4 a3 Rg3 R1c7#,2R5/2Rk2b1/1p2p3/4B2p/p2p1K1P/P2p1PrN/6P1/8 b - - 2 41
White,111,b3 g6 a3 d6 g3 h6 b4 Nd7 h4 a5 f3 Bg7 b5 Bf6 c3 Rh7 Bg2 Bxc3 Bb2 Nc5 Qc2 b6 Bf1 f6 a4 Bb4 h5 Na6 Bc1 Kf8 Nh3 Bg4 Rh2 Bxd2+ Kxd2 Rb8 Qb3 Bxh3 Qc4 g5 Ra2 Qd7 Rg2 Rc8 Ke1 Rb8 Kf2 Ra8 f4 d5 g4 Bxg4 fxg5 Kg7 Rd2 Qc8 Nc3 Qe8 Qc5 e5 Kg1 Qe7 Qc4 Qf7 Qxg4 Kh8 Rh2 Qe8 Qg3 Qf8 Bb2 Qf7 Ba3 Qxh5 Bf8 d4 Qf3 Qf7 e3 Rg7 Qd5 Qh5 Bc4 dxe3 Qe4 Rh7 Qh1 Nb8 Ba2 Na6 Qxa8 Qf3 Qc6 Nb8 Qe6 Qh1+ Kxh1 Ne7 Rd4 Nbc6 Kg1 e4 Rh5 Ng6 Kg2 Nce5 Kg3 Nh4 Qe7 hxg5 Qxf6#,5B1k/2p4r/1p3Q2/pP2n1pR/P2Rp2n/2N1p1K1/B7/8 b - - 0 56
White,261,Nc3 c6 d4 e6 h4 h6 Nb1 Be7 a3 Bf6 b3 e5 Ra2 Qb6 g3 a5 Rh2 Qa6 e4 c5 Bh3 g5 dxc5 d6 Nd2 Nc6 f4 gxh4 Nf1 Qe2+ Qxe2 Nd8 Ne3 Rb8 Rg2 Ke7 Bd2 Bf5 Bxf5 Bg5 Rf2 Ke8 Qc4 b6 Bxa5 Ne7 Kf1 Rb7 Bc8 Rd7 Nf3 hxg3 a4 g2+ Ke2 Rb7 Nh2 Bxf4 Bg4 Kf8 Bc8 g1=R c6 Rb1 Nd1 d5 Kd3 Ndxc6 Qd4 b5 Ne3 Bg3 Qb2 Ra1 Rxa1 Bxh2 Be1 Bg1 Nc4 Rh7 Qa3 Rc7 Qd6 Na7 Be6 Kg8 b4 Ng6 Nb2 bxa4 Bd7 dxe4+ Ke2 Rxd7 Rf3 Nf8 Qxd7 f6 Bg3 Be3 Rf2 Kh8 Qxa4 Rc7 Qa2 Nb5 Re1 Rc4 Qa3 Bd2 Kxd2 Na7 c3 Rxb4 Kc1 Rd4 Rc2 Rd2 Bxe5 Kg7 Rf1 Nd7 Bd4 Re2 Re1 Re3 Bxe3 Nc8 Rd2 f5 Kc2 Nd6 Bg5 Nb7 Rxe4 Kh8 Rh4 f4 Rxf4 Kg7 Qb4 Nbc5 Rf7+ Kh8 Rh7+ Kg8 Rd3 hxg5 Qb5 Ne5 Re3 Kf8 Nc4 Ned3 Qxc5+ Kg8 Kd1 Nf4 Qc8+ Kxh7 Qd8 Nd3 Qd7+ Kh8 Nb6 Nf2+ Kc2 Nd3 Re5 Nb4+ Kd1 Na6 Qa7 Nb4 Qa5 Nc2 Qa2 Kg7 Rd5 g4 Qa4 Kg8 Rd4 Ne3+ Ke1 Nf1 Qc4+ Kg7 Ke2 Kf8 Rxg4 Nd2 Na8 Nb1 Qb4+ Kf7 Qxb1 Kf8 Qb2 Kf7 Qb4 Ke8 Kd1 Kf7 Qc5 Ke6 Rg8 Kd7 Rb8 Ke6 Qa3 Kd5 Rg8 Kc6 Rb8 Kd7 Kd2 Kc6 Re8 Kd5 Qa6 Kc5 Qa5+ Kc4 Rh8 Kb3 Rh2 Kc4 Qa3 Kd5 Qb3+ Kc6 Rh7 Kd6 Rb7 Kc6 Re7 Kc5 Rc7+ Kd6 Qa4 Ke6 Kd3 Kd5 Qd1 Ke5 Rc6 Kd5 Qh1+ Ke5 Qg2 Kf5 Qg6+ Kf4 Qg5+ Kf3 Ra6 Kf2 Qd2+ Kg1 Ra1#,N7/8/8/8/8/2PK4/3Q4/R5k1 b - - 64 131
White,171,h4 e5 Na3 d5 Rb1 Qd7 Nf3 Bd6 Nh2 Bf8 Nf3 Qc6 Nh2 Na6 d4 Nb4 Ng4 Qe6 Rh3 exd4 Rc3 Qc6 Nf6+ Qxf6 b3 Be7 Qd2 Bf8 e3 Qb6 Kd1 g5 Nb5 Qc6 Ke2 a5 g4 dxc3 Kd1 gxh4 Qxc3 a4 Qd4 axb3 Qd2 Nxa2 Nd4 h5 Bh3 Ra7 Nxc6 Ra4 f3 Be7 c3 Bc5 Ne7 c6 Ba3 f6 Qd3 Rf4 Ra1 Rd4 g5 b2 Bxb2 Be6 Nc8 Nh6 e4 Bb4 Bg4 Rc4 Ba3 Ba5 Na7 Kd7 Bc1 Rb4 Qb5 Ra4 gxh6 Rb4 Bxe6+ Kd6 cxb4 Kxe6 Qa4 Rh7 b5 Nb4 Be3 Kd6 Rb1 Bd8 Rc1 h3 Bd4 b6 Bf2 cxb5 Rc4 Rd7 Qxb4+ Ke5 f4+ Ke6 Qa4 Be7 Qc2 dxc4+ Ke1 b4 Bg1 Kd6 Qb2 Kc7 Kf1 Rd3 Ke2 Bc5 Qxb4 Rd1 Qxc4 Kd8 Qa2 Re1+ Kf3 h4 Qf2 Be3 Nc8 Bd4 Qe2 Rc1 Be3 Rf1+ Qxf1 Bc5 Qe2 Bf8 Qe1 Ke8 Bf2 Be7 Qe3 b5 f5 Kf7 Qc5 Bf8 Kg4 Bxh6 Kxh4 Bg5+ Kxh3 b4 Qd6 Be3 Kg3 Ba7 Kh3 Bd4 Kh4 Ke8 Bxd4 b3 Qe6+ Kd8 Bb6#,2Nk4/8/1B2Qp2/5P2/4P2K/1p6/8/8 b - - 3 86
