Winner,Move Count,Moves,Final Position
White,43,g4 Nf6 Nf3 Nc6 Nc3 e5 e4 d5 d4 Bd6 Bd3 Be6 Be3 Nd7 Nxe5 b5 Nxc6 Nf6 f3 Nxe4 fxe4 f6 Nxd5 Bxd5 c3 Bxc6 O-O Bxe4 Bxe4 Bxh2+ Kh1 Qxd4 cxd4 c6 Bxc6+ Kf8 Rxf6+ Kg8 Rf1 Rb8 a4 Bd6 Bd5#,1r4kr/p5pp/3b4/1p1B4/P2P2P1/4B3/1P6/R2Q1R1K b - - 2 22
Black,40,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 Nb5 f6 Nd6+ cxd6 fxe4 Nxd4 Bxd4 Bxd4 c3 Bxc3+ Kf1 dxe4 Bxe4 Bxa2 Qxd6 a5 Qxd8+ Rxd8 Bc6+ Kf8 Bxb7 Bc4+ Kg1 Bd4#,3r1k1r/1B4pp/5p2/p7/2bb4/8/1P4PP/R5KR w - - 3 21
Black,42,Nf3 Nf6 Nc3 Nc6 e4 e5 Nd5 Nb4 Nxf6+ Qxf6 d4 Nd3+ cxd3 Qxf3 Qxf3 d5 Be3 f6 exd5 c6 dxe5 cxd5 Qxd5 Bg4 f3 Bxf3 Bf2 Bxd5 Bxa7 fxe5 Bd4 Rxa2 Bxe5 Rxa1+ Kf2 Bc5+ d4 Bxd4+ Bxd4 O-O+ Kg1 Raxf1#,5rk1/1p4pp/8/3b4/3B4/8/1P4PP/5rKR w - - 0 22
White,45,Nf3 e6 Nc3 Nf6 e4 Nc6 d4 d5 Bd3 Bd6 Be3 Nxe4 Bxe4 f6 Rg1 dxe4 a4 exf3 Qxf3 Nxd4 Bxd4 c6 Bxf6 Qxf6 Qxc6+ bxc6 f3 Qxc3+ bxc3 O-O O-O-O Bf4+ Kb1 Rb8+ Ka1 Rb1+ Kxb1 Bxh2 Rgf1 Bd6 Rxd6 Rxf3 Rd8+ Rf8 Rdxf8#,2b2Rk1/p5pp/2p1p3/8/P7/2P5/2P3P1/1K3R2 b - - 0 23
Black,36,b4 Nf6 Nf3 Nc6 Nc3 e5 e4 d5 d4 Bd6 Bd3 Be6 Be3 Nxe4 Bxe4 Nxd4 Qxd4 f6 Bxd5 c6 Kd2 cxd5 Qxe5 fxe5 Nxe5 Bxe5 f3 Bxc3+ Kxc3 Rc8+ Kb2 Qf6+ c3 Qxc3+ Kb1 Qxb4#,2r1k2r/pp4pp/4b3/3p4/1q6/4BP2/P5PP/RK5R w k - 0 19
White,39,Nf3 Nf6 Nc3 Nc6 e4 e5 Rg1 d5 d4 Bd6 Bd3 Be6 Be3 Nxd4 Nxd4 exd4 f3 Qc8 Bxd4 c6 Bxf6 dxe4 fxe4 O-O Bxg7 f6 Ke2 Bxa2 Bxf6 Qg4+ Kf1 Qxg2+ Rxg2+ Kf7 Ba6 Bc4+ Bxc4+ Kxf6 Qxd6#,r4r2/pp5p/2pQ1k2/8/2B1P3/2N5/1PP3RP/R4K2 b - - 0 20
White,47,b3 Nf6 Nf3 Nc6 Nc3 e5 e4 Qe7 d4 d5 Bd3 Be6 Be3 Nxe4 Bxe4 f6 Bxd5 Bxd5 Nxd5 Qb4+ c3 Qxc3+ Nxc3 Bd6 Nxe5 fxe5 f3 Nxd4 Qxd4 c6 Qxe5+ Bxe5 Na4 Bc3+ Nxc3 O-O O-O Rxf3 Rxf3 Rf8 Rxf8+ Kxf8 Rf1+ Kg8 Kh1 Kh8 Rf8#,5R1k/pp4pp/2p5/8/8/1PN1B3/P5PP/7K b - - 5 24
White,63,Nf3 Nf6 g4 Nc6 Nc3 a5 e4 e5 d4 d5 Bf4 Bd6 Bd3 Be6 Rg1 Nxe4 Bxe4 f6 a4 dxe4 Bxe5 exf3 Bxd6 cxd6 Qxf3 Nxd4 Ra3 Nxf3+ Kf1 Bc4+ Kg2 Rc8 Kxf3 Bd5+ Nxd5 Rc3+ Rxc3 O-O Nxf6+ Qxf6+ Kg2 Qf3+ Rxf3 d5 Rxf8+ Kxf8 f3 Kg8 c3 d4 cxd4 Kh8 Kh1 Kg8 Rf1 Kh8 Kg1 Kg8 Rf2 Kh8 Re2 b6 Re8#,4R2k/6pp/1p6/p7/P2P2P1/5P2/1P5P/6K1 b - - 1 32
White,39,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Ng1 Bd6 Nf3 Be6 Bd3 Nxe4 Bxe4 Qh4 Be3 Bh3 Bxd5 Bxg2 Bxc6+ Kf8 Nxe5 Bxe5 dxe5 Qc4 Qd6+ cxd6 f3 Qxc3+ bxc3 dxe5 Bxb7 Bxf3 Bxf3 f6 Bc5+ Kg8 Bd5#,r5kr/p5pp/5p2/2BBp3/8/2P5/P1P4P/R3K2R b KQ - 3 20
White,43,Nf3 Nf6 Nc3 Nc6 e4 Ng8 d4 Nf6 Bd3 e5 Be2 d5 Be3 Bd6 Nxe5 a5 Nxc6 bxc6 f3 Be6 Nxd5 cxd5 c3 c6 Qc2 Nxe4 Bg5 f6 fxe4 dxe4 Bxf6 Qxf6 Qxe4 Qxd4 Qxe6+ Be7 Qxc6+ Kf8 cxd4 Bd6 Qxd6+ Kg8 Bc4#,r5kr/6pp/3Q4/p7/2BP4/8/PP4PP/R3K2R b KQ - 2 22
White,59,Nf3 Nf6 Nc3 Nc6 b3 e5 e4 d5 d4 Bd6 Bd3 Be6 Be3 Nxe4 Bxe4 f6 O-O Ne7 Bxd5 Nxd5 Nxd5 Bxd5 c3 Bxf3 dxe5 fxe5 Qxd6 cxd6 Rae1 Bxg2 f3 Bxf3 Rxf3 Qg5+ Rg3 Qxe3+ Rgxe3 O-O Rxe5 Rf1+ Rxf1 dxe5 Rf8+ Rxf8 b4 Rf1+ Kxf1 e4 c4 Kh8 Kg1 Kg8 c5 Kh8 c6 Kg8 cxb7 Kh8 b8=Q#,1Q5k/p5pp/8/8/1P2p3/8/P6P/6K1 b - - 0 30
Black,50,Nf3 Nf6 c4 Nc6 Nc3 e5 e4 d5 cxd5 Qxd5 d4 Qxe4+ Nxe4 Nxe4 Bd3 f6 Bxe4 Bd6 Bxc6+ Kf7 Nxe5+ fxe5 Bd5+ Be6 Bxe6+ Kxe6 h4 c5 f3 cxd4 Qxd4 exd4 Be3 dxe3 O-O Bh2+ Kh1 Bb8 Rae1 Bd6 Rxe3+ Kf7 Re7+ Kxe7 Re1+ Kf8 Re8+ Rxe8 a4 Re1#,5k1r/pp4pp/3b4/8/P6P/5P2/1P4P1/4r2K w - - 1 26
Black,40,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 Bc5 Bd3 d5 Be3 Bxd4 Nxd4 Nxd4 Bxd4 c6 f3 Be6 Bxe5 Nxe4 fxe4 f6 Nxd5 cxd5 c3 fxe5 exd5 Qxd5 Qh5+ Kd7 Qxe5 Rhf8 Qxg7+ Kc8 Rc1 Qxd3 Qxb7+ Kxb7 Rf1 Rxf1#,r7/pk5p/4b3/8/8/2Pq4/PP4PP/2R1Kr2 w - - 0 21
Black,112,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 a5 Bd3 d5 Be3 Bd6 Nxe5 Bxe5 f3 Be6 dxe5 h5 exf6 dxe4 fxg7 Qxd3 cxd3 f6 Ke2 exf3+ Kf1 fxg2+ Kxg2 Bd5+ Nxd5 O-O-O Rc1 Rxd5 Rxc6 Rg5+ Qg4+ Rxg4+ Kf1 Rxg7 Rxc7+ Rxc7 d4 Rc1+ Bxc1 Rf8 Be3 Kb8 Bf4+ Kc8 Bc7 Re8 Bd6 Re1+ Kxe1 h4 Rf1 a4 Rxf6 Kd8 Rf8+ Kd7 Rd8+ Kxd8 Be7+ Kc8 Bd6 Kd8 Kf1 Kc8 Kg1 Kd8 Bf4 Kc8 Bd6 Kd8 Be7+ Kc8 Bc5 Kc7 Bd6+ Kxd6 d5 Kxd5 Kh1 Ke6 Kg1 Kf7 Kh1 b6 Kg1 Kg8 Kh1 b5 Kg1 b4 b3 axb3 Kh1 bxa2 Kg1 a1=R+ Kg2 Rg1+ Kxg1 h3 Kf2 b3 Kg1 b2 Kh1 b1=Q#,6k1/8/8/8/8/7p/7P/1q5K w - - 0 57
Black,48,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 g4 Be6 Be3 Nxe4 Bxe4 f6 Bg5 dxe4 Bxf6 exf3 Bxe5 Bxe5 dxe5 Qxd1+ Rxd1 Nxe5 Rd8+ Rxd8 O-O c6 Nd5 cxd5 Rc1 O-O c3 Rfe8 Rc2 Rf8 Re2 Rfe8 Rxe5 Rf8 Re1 Rfe8 Rxe6 Rxe6 g5 Re1#,3r2k1/pp4pp/8/3p2P1/8/2P2p2/PP3P1P/4r1K1 w - - 1 25
White,59,Nf3 Nf6 Nc3 Na6 e4 Nc5 h3 e5 d4 d5 a4 Ncxe4 Nxe4 Nxe4 c3 f6 Nh4 c6 Nf3 Bd6 Bd3 Be6 Bxe4 dxe4 Ng5 exd4 Nxe4 O-O Nxf6+ Qxf6 cxd4 Qe5+ Be3 Qxe3+ Qe2 Qxe2+ Kxe2 Bc4+ Kd1 Be2+ Kc1 Bd3 f3 Bf4+ Kd1 Rae8 Rf1 Re1+ Kxe1 Re8+ Kd1 Re1+ Kxe1 Bd2+ Kxd2 Be4 fxe4 Kh8 Rf8#,5R1k/pp4pp/2p5/8/P2PP3/7P/1P1K2P1/R7 b - - 2 30
Black,52,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Bf5 dxe5 Bxe4 exf6 Bxd3 cxd3 Qxf6 Nxd5 Qxb2 Nf6+ Qxf6 O-O Qxf3 Qxf3 f6 Qxc6+ bxc6 Rxf6 O-O-O Rxc6 Rxd3 Rxc7+ Kd8 Rxg7 Rxe3 Rd1+ Kc8 Rxh7 Re1+ Rxe1 Rxh7 Re8+ Kb7 Re7+ Rxe7 Kh1 Re1#,8/pk6/8/8/8/8/P5PP/4r2K w - - 2 27
White,51,Nf3 Nf6 Nc3 Nc6 e4 h5 d4 e5 Bd3 d5 Be3 Bd6 Nxe5 Bxe5 f3 Be6 Kf1 Nxd4 Bxd4 c6 Bxe5 Nxe4 fxe4 f6 Qxh5+ Rxh5 Nxd5 cxd5 c3 Rxh2 Bd6 f5 exd5 Qxd6 dxe6 Qxd3+ Kg1 Rxg2+ Kxg2 Qd5+ Kg1 Qd4+ cxd4 O-O-O Rc1+ Kb8 b3 Rxd4 Rh8+ Rd8 Rxd8#,1k1R4/pp4p1/4P3/5p2/8/1P6/P7/2R3K1 b - - 0 26
Black,66,b3 b5 Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Nxd5 Nxd5 exd5 f6 dxc6 O-O Bxh7+ Kh8 Ke2 Re8 c3 Be6 Be4 exd4 cxd4 Bc4+ bxc4 Rxe4+ Be3 Rxe3+ fxe3 Rc8 cxb5 Kg8 Qb3+ Kh7 Rad1 Kh8 Qg8+ Kxg8 Kf1 Bxh2 e4 Qxd4 Nxd4 Bd6 Rh8+ Kxh8 Kg1 Kg8 a4 Rf8 b6 cxb6 Ra1 Re8 Rf1 Rxe4 Kh1 Rxd4 Rxf6 Rd1+ Rf1 Rxf1#,6k1/p5p1/1pPb4/8/P7/8/6P1/5r1K w - - 0 34
Black,50,c4 Nf6 Nf3 Nc6 Nc3 e5 e4 d5 cxd5 Qxd5 d4 Qxe4+ Nxe4 Ke7 Nxf6 Kxf6 dxe5+ Nxe5 Nxe5 Kxe5 Bf4+ Kxf4 Qd6+ cxd6 Ba6 f6 Bxb7 Be6 f3 Be7 Bd5 Ke5 Bxe6 Kxe6 O-O Kf7 Rae1 Kg8 Rxe7 Rf8 Rxg7+ Kxg7 Rf2 a6 Re2 Kg8 Re8 Rxe8 Kh1 Re1#,6kr/7p/p2p1p2/8/8/5P2/PP4PP/4r2K w - - 2 26
White,65,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Nxd5 Qxd5 c3 Qxd3 Qxd3 O-O O-O-O Rae8 Rhf1 Rxf1 a3 Rxd1+ Kxd1 Rf8 Bxa7 Rf1+ Qxf1 Bd5 Bd4 Nxd4 cxd4 c6 Qf7+ Bxf7 dxe5 Kh8 Kc1 Be6 Kb1 Kg8 a4 Bd5 exd5 cxd5 Kc2 d4 Kb1 Kh8 a5 b5 axb6 Kg8 b7 Kh8 b8=Q#,1Q5k/6pp/8/4P3/3p4/8/1P4PP/1K6 b - - 0 33
Black,54,Nf3 Nf6 Nc3 e5 e4 Nc6 d4 d5 Bd3 Bd6 Nb5 Be6 Nxd6+ cxd6 c3 Nxe4 Bxe4 f6 Be3 dxe4 Nxe5 fxe5 f3 Nxd4 cxd4 exd4 fxe4 Qa5+ Kf2 dxe3+ Kg1 Qxa2 Qxd6 Qxb2 Qd5 Qxg2+ Kxg2 Bxd5 Rxa7 Bxe4+ Kg1 O-O Rxb7 Rf1+ Kxf1 Ra3 Rxg7+ Kxg7 Rg1+ Kh8 Rg8+ Kxg8 Kg1 Ra1#,6k1/7p/8/8/4b3/4p3/7P/r5K1 w - - 2 28
Black,30,b4 Nf6 Nf3 Nc6 Nc3 e5 e4 d5 d4 Bd6 Bd3 Be6 Be3 Nxe4 Bxe4 Be7 Bxd5 Qxd5 Nxd5 Bxd5 c3 Bxf3 dxe5 f6 Qd8+ Rxd8 Rf1 fxe5 Rd1 Rxd1#,4k2r/ppp1b1pp/2n5/4p3/1P6/2P1Bb2/P4PPP/3rKR2 w k - 0 16
Black,36,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 Be7 Bd3 d5 Bh6 Be6 Bxg7 Nxe4 Bxe5 Nxc3 bxc3 f6 O-O fxe5 Nxe5 Nxe5 dxe5 c6 f3 Bc5+ Rf2 Qc7 Rc1 Bxf2+ Kh1 Qxe5 Bxh7 Qxh2+ Kxh2 Rxh7#,r3k3/pp5r/2p1b3/3p4/8/2P2P2/P1P2bPK/2RQ4 w q - 0 19
White,51,Nf3 c5 Nc3 Nf6 e4 Nc6 Nb5 e5 Nd6+ Bxd6 d4 cxd4 Qxd4 Nxd4 Nxd4 exd4 f3 Nxe4 fxe4 f6 c3 O-O Bc4+ Kh8 cxd4 Qa5+ Bd2 Qxd2+ Kxd2 Bf4+ Ke1 d5 Bxd5 Be6 Bxe6 Bxh2 Rf1 a6 Rxf6 Bd6 Rxf8+ Rxf8 Rd1 Rf1+ Kxf1 a5 Kg1 Be5 dxe5 a4 Rd8#,3R3k/1p4pp/4B3/4P3/p3P3/8/PP4P1/6K1 b - - 1 26
White,55,Nf3 Nf6 a3 Nc6 Nc3 e5 e4 d5 d3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 h5 Nxd5 Qxd5 c3 Bxc3+ bxc3 Nxe4 fxe4 f6 Qxh5+ Rxh5 exd5 Rxh2 dxc6 Rxg2 cxb7 Re2+ Bxe2 c6 Rh8+ Kf7 Rxa8 Ke7 Re8+ Kxe8 Bh5+ Kf8 Bf3 Kg8 Bxc6 Bd5 Bxd5+ Kh8 O-O-O Kh7 Be4+ Kg8 Bd5+ Kh8 Rh1#,7k/pP4p1/5p2/3B4/8/P1PPB3/8/2K4R b - - 8 28
White,57,Nf3 Nf6 Nc3 Nc6 Ng1 e5 Nf3 d5 e4 Bd6 d4 Be6 Bd3 Nxe4 g3 Nxc3 bxc3 f6 Be3 Nxd4 cxd4 f5 c3 c6 Nxe5 Bxe5 f3 Bxd4 cxd4 Qa5+ Kf1 Qxa2 Rxa2 O-O Rxa7 Rxa7 Kg1 Re8 Be4 fxe4 fxe4 dxe4 Qd3 Ra1+ Qd1 Bb3 Qxa1 Be6 Qc3 Rf8 Qxc6 Rf1+ Kxf1 Bc4+ Qxc4+ Kh8 Qc8#,2Q4k/1p4pp/8/8/3Pp3/4B1P1/7P/5K1R b - - 2 29
Black,44,Nf3 d6 Nc3 Nf6 e4 Nc6 d4 e5 Bd3 Be6 Be3 Nxe4 Bxe4 f6 Bxc6+ bxc6 a3 exd4 Qxd4 Be7 Qxa7 Rxa7 O-O O-O Rae1 d5 Nxd5 cxd5 c3 c6 a4 Bd6 Ne5 fxe5 Bd2 Raf7 f3 Qb6+ Be3 Qxe3+ Rxe3 Rxf3 Rxe5 Rxf1#,5rk1/6pp/2pbb3/3pR3/P7/2P5/1P4PP/5rK1 w - - 0 23
Black,70,Nf3 Nf6 Nc3 Nc6 e4 e5 b3 d5 d4 Bd6 Bd3 Kd7 Nxe5+ Bxe5 f3 Ng4 Be3 Nxe3 dxe5 f6 Nxd5 Nxd5 exd5 fxe5 dxc6+ Kxc6 c3 Qxd3 Qxd3 Be6 Qd6+ cxd6 O-O Kd7 Rae1 Kc8 Rxe5 dxe5 Rf2 Rf8 Re2 Rxf3 Rxe5 Rf1+ Kxf1 Bc4+ bxc4 Kb8 Re8+ Kc7 Rc8+ Kxc8 Kg1 Kb8 c5 a6 c6 a5 cxb7 Kxb7 Kh1 Kb8 Kg1 Ra7 Kh1 Rf7 Kg1 Rf4 Kh1 Rf1#,1k6/6pp/8/p7/8/2P5/P5PP/5r1K w - - 10 36
Black,60,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bc8 Nxc6 bxc6 f3 Be6 Ke2 Nxe4 fxe4 f6 Nxd5 cxd5 c3 c6 exd5 cxd5 Kf2 O-O Bxh7+ Kh8 Be4 dxe4 Qh5+ Kg8 Qf7+ Rxf7 Kg1 Bxh2+ Kf1 Qxd4 cxd4 Bd6 Rh8+ Kxh8 Re1 Bc4+ Kg1 Bxa2 Re2 Be6 Rf2 Raf8 Kh1 Kg8 Rxf6 Rxf6 Kg1 Rf1#,5rk1/p5p1/3bb3/8/3Pp3/4B3/1P4P1/5rK1 w - - 2 31
White,111,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 Nb4 Bd3 Nxd3+ cxd3 d5 Be3 c6 Nxe5 Bd6 Nc4 Be6 Nxd6+ Qxd6 f3 Nxe4 fxe4 f6 Nxd5 cxd5 exd5 Bxd5 Bc1 Qe6+ Be3 Qxe3+ Kf1 Qxd3+ Ke1 Qxd1+ Rxd1 O-O Rf1 Rae8+ Kf2 Re2+ Kxe2 Re8+ Kf2 Re2+ Kg3 Rxg2+ Kh3 Rxh2+ Kg4 Rxb2 Rxf6 Rxa2 Rf8+ Kxf8 Rf1+ Bf3+ Rxf3+ Kg8 Rf8+ Kxf8 Kh3 Rh2+ Kg4 Rg2+ Kh3 Rg3+ Kxg3 Kg8 Kh2 Kh8 Kg1 Kg8 Kh1 Kf8 Kg1 Kg8 d5 Kh8 Kh1 Kg8 Kg1 a6 d6 a5 Kh1 Kh8 Kh2 Kg8 Kg1 a4 Kh1 Kh8 Kg1 Kg8 Kh1 Kh8 Kg2 Kg8 Kg3 Kh8 Kh2 Kg8 Kg1 Kh8 Kh1 Kg8 d7 Kh8 d8=Q#,3Q3k/1p4pp/8/8/p7/8/8/7K b - - 0 56
Black,64,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 dxe4 Be3 exf3 dxe5 fxg2 exf6 Qxd3 cxd3 Bd6 fxg7 f5 f3 Be6 gxh8=R+ Kf7 Rxh7+ Kg8 Rg7+ Kxg7 Nd5 Bxd5 Bd4+ Nxd4 Rf1 Nxf3+ Qxf3 gxf1=R+ Kxf1 c6 Qxd5 cxd5 Re1 Kg8 Re2 Rf8 Rg2+ Kh8 Rg8+ Kxg8 d4 Bxh2 Ke1 Bd6 Kf1 Re8 Kg1 Re1+ Kg2 Re2+ Kh3 Rxb2 Kh4 Rxa2 Kh3 Rh2#,6k1/pp6/3b4/3p1p2/3P4/7K/7r/8 w - - 2 33
Black,48,Nf3 Nf6 Nc3 Nc6 Nb1 h5 Nc3 e5 e4 d5 d4 Bd6 Bd3 Be6 Be3 Nxe4 Bxe4 f6 Nb5 dxe4 Nxd6+ cxd6 c3 exf3 dxe5 fxg2 Rf1 gxf1=R+ Kxf1 fxe5 Qxh5+ Rxh5 f3 Rxh2 Re1 Rxb2 Bxa7 Rf2+ Bxf2 Rxa2 Bd4 Kf7 Bxe5 dxe5 Rxe5 Rf2+ Ke1 Qd2#,8/1p3kp1/2n1b3/4R3/8/2P2P2/3q1r2/4K3 w - - 3 25
Black,40,Nf3 Nf6 Nc3 Nc6 e4 Ne5 Nxe5 d5 d4 e6 f3 c6 Bd3 Bd6 Be3 Bxe5 Kf2 Nxe4+ fxe4 f6 dxe5 fxe5 Nxd5 exd5 c3 O-O+ Kg1 Be6 exd5 cxd5 Bxh7+ Kh8 Qxd5 Qxd5 Be4 Qxe4 Rf1 Qxe3+ Rf2 Qxf2#,r4r1k/pp4p1/4b3/4p3/8/2P5/PP3qPP/6KR w - - 0 21
Black,36,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 h6 Bd3 Qe7 b4 d5 Be3 Be6 Nxe5 Nxe5 dxe5 c6 exf6 dxe4 fxg7 Bxg7 f3 Bxc3+ Ke2 exd3+ cxd3 f6 Kf1 Bg4 Rc1 Bxf3 Qxf3 Qxe3 Re1 Qxe1#,r3k2r/pp6/2p2p1p/8/1P6/2bP1Q2/P5PP/4qK1R w kq - 0 19
White,53,Nf3 Nf6 Nc3 Nc6 a4 e5 e4 d5 d4 Bd6 Bd3 Be6 Nxd5 Nxd5 exd5 f6 dxc6 exd4 cxb7 Bh3 c3 Bxg2 cxd4 Bxf3 Be3 c6 Bh6 Qe7+ Kf1 Qxb7 Bxg7 Qxb2 Bxf6 Qxd4 Bxd4 O-O Bxh7+ Kxh7 Qd3+ Kg8 Rg1+ Bg2+ Rxg2+ Kf7 f3 Rae8 Rg7+ Ke6 Re1+ Be5 Rxe5+ Kf6 Rxe8#,4Rr2/p5R1/2p2k2/8/P2B4/3Q1P2/7P/5K2 b - - 0 27
White,49,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Qc1 Nxe4 Bxe4 f6 Bxd5 Qe7 Bxc6+ Kf8 Nxe5 fxe5 f3 exd4 Bxd4 Bxa2+ Be4 Qxe4+ Ne2 c6 Bxg7+ Kg8 fxe4 Be6 Nd4 Rf8 Rxa7 Rf1+ Rxf1 Bxh2 Rxb7 Bd6 c3 Bd5 exd5 cxd5 Rb8+ Kxg7 Qg5#,1R5r/6kp/3b4/3p2Q1/3N4/2P5/1P4P1/4KR2 b - - 1 25
White,29,Nf3 b5 Nc3 Nf6 e4 Nc6 d4 e5 Bd3 d5 Be3 Bd6 Nxe5 Bxe5 f3 Be6 dxe5 Nxe4 fxe4 f6 Qg4 fxe5 Qxe6+ Kf8 Qxc6 dxe4 O-O+ Kg8 Qe6#,r2q2kr/p1p3pp/4Q3/1p2p3/4p3/2NBB3/PPP3PP/R4RK1 b - - 3 15
Black,18,h4 Nf6 f4 Nc6 Nf3 e5 Nc3 d5 fxe5 Bd6 exf6 Be6 fxg7 h5 Nh2 Qxh4+ g3 Qxg3#,r3k2r/ppp2pP1/2nbb3/3p3p/8/2N3q1/PPPPP2N/R1BQKB1R w KQkq - 0 10
White,49,Nf3 Nf6 Nc3 b5 e4 Nc6 d4 e5 Nd5 Nxd5 exd5 f6 dxc6 dxc6 c3 Qxd4 cxd4 Bd6 Bd3 h5 Be3 Be6 Nxe5 fxe5 Qxh5+ Rxh5 f3 Rxh2 dxe5 Bf5 exd6 cxd6 Bc2 Rxh1+ Kf2 Rf1+ Kg3 Rxf3+ Kxf3 Rb8 Bxf5 d5 Bd7+ Kf8 Bxc6 Kg8 Bxd5+ Kh8 Rh1#,1r5k/p5p1/8/1p1B4/8/4BK2/PP4P1/7R b - - 2 25
Black,52,Nf3 Nf6 Nc3 e5 e4 Nc6 d4 d5 Bg5 Bd6 Bxf6 Be6 Bxe5 f6 Bg3 Nxd4 Bxd6 Nxf3+ Qxf3 cxd6 Bb5+ Kf8 Qxf6+ Qxf6 f3 Qxc3+ bxc3 dxe4 fxe4 Bd7 O-O+ Ke8 Kh1 Bc6 Bxc6+ bxc6 Rf8+ Ke7 Re8+ Rhxe8 Rb1 Kf8 Rf1+ Kg8 Rf8+ Rxf8 Kg1 g5 e5 dxe5 Kh1 Rf1#,r5k1/p6p/2p5/4p1p1/8/2P5/P1P3PP/5r1K w - - 2 27
White,43,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Bf4 Be6 Bxe5 Bxe5 Nxe5 Nxe5 dxe5 c6 exf6 dxe4 fxg7 Qxd3 cxd3 f6 dxe4 Bc4 f3 Bxa2 Qd8+ Rxd8 gxh8=R+ Bg8 Rxh7 Be6 Rxa7 Rd1+ Kxd1 Kf8 Rhxb7 Kg8 Rb8+ Bc8 Rxc8#,2R3k1/R7/2p2p2/8/4P3/2N2P2/1P4PP/3K3R b - - 0 22
White,41,Nf3 Nf6 Nc3 Nc6 Nb1 e5 g3 d5 Nc3 Bd6 h3 Be6 e4 Nxe4 Nxe4 dxe4 d4 exf3 c3 f6 Bb5 exd4 Bxc6+ Kf8 cxd4 Rc8 Be3 Kg8 Bxb7 c6 Bxc6 Ba3 Qxf3 Bb4+ Kd1 Qxd4+ Bxd4 Bd6 Qxf6 Rxc6 Qxg7#,6kr/p5Qp/2rbb3/8/3B4/6PP/PP3P2/R2K3R b - - 0 21
White,39,c4 Nf6 a4 Na6 g4 Nc5 Nf3 e5 Nc3 d5 cxd5 Qxd5 Nb1 Qxf3 Nc3 Qxc3 dxc3 c6 e4 Ncxe4 f3 Bd6 Qxd6 Be6 Qxe6+ fxe6 fxe4 Nxe4 Bd3 Nxc3 bxc3 O-O Bxh7+ Kh8 Be4 Rf1+ Rxf1 Rf8 Rxf8#,5R1k/pp4p1/2p1p3/4p3/P3B1P1/2P5/7P/R1B1K3 b Q - 0 20
Black,52,Nf3 c5 Nc3 g5 e4 Nf6 d4 Nc6 Bd3 cxd4 Be3 dxc3 Qc1 h5 O-O cxb2 Qxb2 e5 Qxe5+ Nxe5 Nxe5 d5 f3 Bd6 c3 Bxe5 exd5 Qxd5 Rae1 Bxh2+ Kh1 Be6 Bxa7 Qxd3 Rxe6+ Kd7 Rxf6 Qxf1+ Bg1 Qxg2+ Kxg2 Rxa2+ Kh1 Bd6 Rxd6+ Kc8 Rd8+ Rxd8 Bd4 f6 Bxf6 Rd1#,2k5/1p6/5B2/6pp/8/2P2P2/r7/3r3K w - - 1 27
White,97,Nf3 Nf6 Nc3 e6 Ne4 Nc6 Nxf6+ Qxf6 e4 Qxf3 d4 Qxe4+ Be3 Qxe3+ fxe3 d5 c3 f6 a4 Bd6 Bd3 Nxd4 exd4 c6 Qh5+ Kf8 Qxd5 exd5 O-O Bxh2+ Kh1 Be6 Rxf6+ Kg8 Rf8+ Rxf8 Bxh7+ Rxh7 g4 Bd6+ Kg1 Rf1+ Rxf1 Rh1+ Kxh1 Be5 dxe5 d4 cxd4 Bd5+ Kg1 Bh1 Rf8+ Kxf8 g5 Bd5 g6 Kg8 a5 Be6 d5 cxd5 Kh1 d4 Kg1 Bd5 Kf1 Bc4+ Kg2 Bd5+ Kg1 Be6 Kh1 Bd5+ Kg1 Be6 Kh1 Bd5+ Kg1 Be6 Kh1 Bd5+ Kg1 Kf8 b4 Kg8 b5 Be6 b6 Bd5 bxa7 Be6 a8=R+ Bc8 Kf1 Kh8 Rxc8#,2R4k/1p4p1/6P1/P3P3/3p4/8/8/5K2 b - - 0 49
